Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco,BR_Density,Room_Density,Dist_to_City,RecID,SetID
136500,5.5591,36,1212,222,775,224,33.88,-118.26,12511.30199,19210.68365,164894.3244,505382.7104,573362.4951,3.490990991,5.410714286,19210.68365,4311,O
98600,2.2121,37,1027,217,1042,254,33.88,-118.25,13418.41436,19160.51646,164320.3468,505970.1113,573953.4607,4.801843318,4.043307087,19160.51646,4312,O
111000,2.4821,37,1843,366,1207,351,33.88,-118.24,13686.9336,19154.66979,163749.6317,506558.442,574545.2306,3.297814208,5.250712251,19154.66979,4313,O
109800,2.6719,35,842,201,763,189,33.88,-118.23,13869.01776,19193.18414,163182.2132,507147.6995,575137.8021,3.7960199,4.455026455,19193.18414,4314,O
113700,3.0417,41,1941,367,1204,323,33.88,-118.23,13869.01776,19193.18414,163182.2132,507147.6995,575137.8021,3.280653951,6.009287926,19193.18414,4315,O
101900,2.125,37,1149,280,1016,250,33.88,-118.22,14109.35799,19275.7936,162618.1259,507737.8804,575731.1727,3.628571429,4.596,19275.7936,4316,O
102500,1.6574,35,998,313,1335,311,33.88,-118.22,14109.35799,19275.7936,162618.1259,507737.8804,575731.1727,4.265175719,3.209003215,19275.7936,4317,O
119400,3.4485,38,929,166,686,183,33.88,-118.21,14405.03865,19401.93494,162057.4045,508328.9815,576325.3401,4.13253012,5.076502732,19401.93494,4318,O
126800,2.1782,29,1976,444,1254,371,33.88,-118.21,14405.03865,19401.93494,162057.4045,508328.9815,576325.3401,2.824324324,5.326145553,19401.93494,4319,O
138200,3.225,32,1507,379,1082,350,33.88,-118.21,14405.03865,19401.93494,162057.4045,508328.9815,576325.3401,2.854881266,4.305714286,19401.93494,4321,O
147300,4.2083,40,1699,346,1188,329,33.88,-118.2,14752.73267,19570.76643,161500.0842,508920.9996,576920.3017,3.433526012,5.164133739,19570.76643,4322,O
136900,3.2368,40,2945,725,2858,690,33.88,-118.2,14752.73267,19570.76643,161500.0842,508920.9996,576920.3017,3.942068966,4.268115942,19570.76643,4323,O
163000,4.625,47,882,185,536,174,33.88,-118.18,14476.11454,20031.90989,160395.7883,510107.7741,578112.5977,2.897297297,5.068965517,20031.90989,4324,O
167700,4.7361,44,1308,267,783,237,33.88,-118.18,14476.11454,20031.90989,160395.7883,510107.7741,578112.5977,2.93258427,5.518987342,20031.90989,4325,O
161000,3.1713,42,2326,503,1832,501,33.88,-118.18,14476.11454,20031.90989,160395.7883,510107.7741,578112.5977,3.642147117,4.642714571,20031.90989,4326,O
166700,3.0052,29,815,206,590,183,33.88,-118.17,14398.78204,20321.41997,159848.8842,510702.524,578709.9273,2.86407767,4.453551913,20321.41997,4327,O
162700,3.0893,42,1645,371,1161,351,33.88,-118.17,14398.78204,20321.41997,159848.8842,510702.524,578709.9273,3.129380054,4.686609687,20321.41997,4328,O
169500,2.9779,30,1694,398,1181,383,33.88,-118.16,14380.50559,20648.09346,159305.524,511298.1783,579308.0413,2.967336683,4.422976501,20648.09346,4329,O
170300,1.9903,18,2287,662,1804,537,33.88,-118.16,14380.50559,20648.09346,159305.524,511298.1783,579308.0413,2.725075529,4.258845438,20648.09346,4331,O
146000,2.52,24,4232,1092,2688,1035,33.88,-118.15,14421.5097,21010.19696,158765.7442,511894.7336,579906.9373,2.461538462,4.088888889,21010.19696,4332,O
179500,4.0507,30,2596,580,1662,539,33.88,-118.14,14521.29222,21405.93252,158229.5814,512492.1869,580506.6128,2.865517241,4.816326531,21405.93252,4333,O
161400,4.3646,41,1531,343,1119,341,33.88,-118.14,14521.29222,21405.93252,158229.5814,512492.1869,580506.6128,3.262390671,4.48973607,21405.93252,4334,O
168200,2.6641,24,3305,982,2085,881,33.88,-118.14,14521.29222,21405.93252,158229.5814,512492.1869,580506.6128,2.123217923,3.751418842,21405.93252,4335,O
192700,2.2027,32,3088,1024,1981,956,33.88,-118.13,14678.6545,21833.47145,157697.0725,513090.5349,581107.0655,1.934570313,3.230125523,21833.47145,4336,O
166100,3.5278,32,1788,459,1131,461,33.88,-118.13,14678.6545,21833.47145,157697.0725,513090.5349,581107.0655,2.464052288,3.878524946,21833.47145,4337,O
243800,2.6184,25,1768,559,983,488,33.88,-118.12,14891.7713,22290.98388,157168.2547,513689.7747,581708.2929,1.758497317,3.62295082,22290.98388,4338,O
191900,3.1923,40,2344,571,1305,544,33.88,-118.12,14891.7713,22290.98388,157168.2547,513689.7747,581708.2929,2.285464098,4.308823529,22290.98388,4339,O
276000,3.5893,35,1623,304,868,272,33.88,-118.11,15158.29118,22776.66365,156643.1653,514289.903,582310.2927,2.855263158,5.966911765,22776.66365,4341,O
239700,4.0911,19,3203,708,1761,667,33.88,-118.11,15158.29118,22776.66365,156643.1653,514289.903,582310.2927,2.487288136,4.802098951,22776.66365,4342,O
319600,6.5515,18,8046,1221,4276,1228,33.88,-118.1,15475.45524,23288.74855,156121.842,514890.9167,582913.0624,3.502047502,6.552117264,23288.74855,4343,O
195300,3.8654,27,3119,635,1887,567,33.88,-118.09,15840.22166,23825.53605,155604.3226,515492.8127,583516.5997,2.971653543,5.500881834,23825.53605,4344,O
208100,3.6417,27,3065,736,1840,719,33.88,-118.08,16249.38503,24385.3949,155090.6452,516095.588,584120.902,2.5,4.26286509,24385.3949,4345,O
159500,3.825,27,923,186,1014,204,33.88,-118.08,16249.38503,24385.3949,155090.6452,516095.588,584120.902,5.451612903,4.524509804,24385.3949,4346,O
120100,3.2639,30,1901,519,2685,496,33.88,-118.08,16249.38503,24385.3949,155090.6452,516095.588,584120.902,5.173410405,3.83266129,24385.3949,4347,O
244900,5.1645,26,1507,270,931,275,33.88,-118.08,16249.38503,24385.3949,155090.6452,516095.588,584120.902,3.448148148,5.48,24385.3949,4348,O
284200,5.748,16,4934,825,2668,810,33.88,-118.07,16699.68232,24966.77307,154580.8481,516699.2394,584725.9672,3.233939394,6.091358025,24966.77307,4349,O
344700,6.1968,18,2436,375,1303,386,33.88,-118.07,16699.68232,24966.77307,154580.8481,516699.2394,584725.9672,3.474666667,6.310880829,24966.77307,4351,O
337400,6.5901,17,7187,1073,3844,1068,33.88,-118.06,17187.88088,25568.20266,154074.9698,517303.7639,585331.7928,3.582479031,6.729400749,25568.20266,4352,O
297300,5.7619,17,4807,838,3059,853,33.88,-118.04,17944.91043,26825.77706,153075.125,518515.4199,586545.7157,3.650357995,5.635404455,26825.77706,4353,O
269600,3.369,19,1434,391,1088,341,33.88,-118.01,18720.50268,28830.77302,151605.7237,520339.3757,588372.2442,2.782608696,4.205278592,28830.77302,4354,O
268100,4.7083,28,1624,289,755,280,33.88,-118,19061.78014,29526.47007,151124.1787,520949.0747,588982.5828,2.612456747,5.8,29526.47007,4355,O
170800,2.735,18,2628,720,2276,649,33.88,-118,19061.78014,29526.47007,151124.1787,520949.0747,588982.5828,3.161111111,4.049306626,29526.47007,4356,O
159400,4.2422,15,2298,567,1261,527,33.88,-117.99,19441.01992,30234.29098,150646.8276,521559.6255,589593.6653,2.223985891,4.360531309,30234.29098,4357,O
161100,3.9559,42,1461,302,986,314,33.88,-117.99,19441.01992,30234.29098,150646.8276,521559.6255,589593.6653,3.264900662,4.652866242,30234.29098,4358,O
240600,6.6704,25,3401,509,1503,498,33.88,-117.99,19441.01992,30234.29098,150646.8276,521559.6255,589593.6653,2.952848723,6.829317269,30234.29098,4359,O
218500,6.2427,11,1454,247,635,236,33.88,-117.97,20304.66692,31683.04033,149704.8676,522783.2707,590818.0532,2.570850202,6.161016949,31683.04033,4361,O
321600,6.0394,16,2003,300,1172,318,33.88,-117.97,20304.66692,31683.04033,149704.8676,522783.2707,590818.0532,3.906666667,6.298742138,31683.04033,4362,O
341300,6.2556,25,3578,461,1588,466,33.88,-117.96,20784.70466,32422.48943,149240.339,523396.3591,591431.3538,3.444685466,7.678111588,32422.48943,4363,O
275000,3.6705,34,1939,355,817,314,33.88,-117.95,21294.03551,33171.09509,148780.1653,524010.2874,592045.3893,2.301408451,6.175159236,33171.09509,4364,O
365100,5.3738,35,2159,343,833,335,33.88,-117.94,21830.60926,33928.25121,148324.3869,524625.0527,592660.1572,2.428571429,6.444776119,33928.25121,4365,O
256000,5.4217,46,1747,312,770,296,33.88,-117.94,21830.60926,33928.25121,148324.3869,524625.0527,592660.1572,2.467948718,5.902027027,33928.25121,4366,O
239300,4.3333,35,1694,296,679,282,33.88,-117.94,21830.60926,33928.25121,148324.3869,524625.0527,592660.1572,2.293918919,6.007092199,33928.25121,4367,O
240000,5.1237,52,2157,362,1001,373,33.88,-117.93,22392.46756,34693.39797,147873.0445,525240.652,593275.6552,2.76519337,5.782841823,34693.39797,4368,O
241700,4.0812,45,1306,293,585,260,33.88,-117.93,22392.46756,34693.39797,147873.0445,525240.652,593275.6552,1.996587031,5.023076923,34693.39797,4369,O
232500,3.75,52,1270,276,609,211,33.88,-117.92,22977.75571,35466.01818,147426.1788,525857.0825,593891.8813,2.206521739,6.018957346,35466.01818,4371,O
243600,5.3649,32,1683,273,719,263,33.88,-117.92,22977.75571,35466.01818,147426.1788,525857.0825,593891.8813,2.633699634,6.399239544,35466.01818,4372,O
318700,5.3986,32,1632,244,575,235,33.88,-117.92,22977.75571,35466.01818,147426.1788,525857.0825,593891.8813,2.356557377,6.944680851,35466.01818,4373,O
235600,5.2336,34,1851,291,784,290,33.88,-117.91,23584.72942,36245.63394,146983.8307,526474.341,594508.8329,2.694158076,6.382758621,36245.63394,4374,O
375400,9.0055,28,2696,346,947,356,33.88,-117.9,24211.75782,37031.8034,146546.0411,527092.4248,595126.5079,2.73699422,7.573033708,37031.8034,4375,O
230400,5.2897,35,2062,353,991,357,33.88,-117.9,24211.75782,37031.8034,146546.0411,527092.4248,595126.5079,2.807365439,5.775910364,37031.8034,4376,O
215400,4.675,34,1396,245,661,261,33.88,-117.9,24211.75782,37031.8034,146546.0411,527092.4248,595126.5079,2.697959184,5.348659004,37031.8034,4377,O
175000,1.9127,15,1655,626,1549,582,33.88,-117.89,24857.3233,37824.11792,146112.851,527711.331,595744.9041,2.474440895,2.843642612,37824.11792,4378,O
229600,5.3836,33,1582,256,771,240,33.88,-117.89,24857.3233,37824.11792,146112.851,527711.331,595744.9041,3.01171875,6.591666667,37824.11792,4379,O
162500,3.0263,15,957,360,615,370,33.88,-117.88,25520.01913,38622.1993,145684.3014,528331.0566,596364.0191,1.708333333,2.586486486,38622.1993,4381,O
156900,3.025,25,1808,440,1342,454,33.88,-117.87,26198.54539,39425.69731,145260.4334,528951.5987,596983.8508,3.05,3.982378855,39425.69731,4382,O
183900,3.3036,24,2655,702,1519,708,33.88,-117.87,26198.54539,39425.69731,145260.4334,528951.5987,596983.8508,2.163817664,3.75,39425.69731,4383,O
190700,3.5667,28,3333,752,2026,722,33.88,-117.87,26198.54539,39425.69731,145260.4334,528951.5987,596983.8508,2.694148936,4.61634349,39425.69731,4384,O
204300,3.6417,28,2612,602,1682,563,33.88,-117.87,26198.54539,39425.69731,145260.4334,528951.5987,596983.8508,2.794019934,4.639431616,39425.69731,4385,O
201400,3.7361,19,1621,328,871,322,33.88,-117.86,26891.70381,40234.28745,144841.288,529572.9546,597604.3968,2.655487805,5.034161491,40234.28745,4386,O
272200,6.5843,20,3977,540,1886,541,33.88,-117.86,26891.70381,40234.28745,144841.288,529572.9546,597604.3968,3.492592593,7.351201479,40234.28745,4387,O
288500,7.3658,14,4753,681,2138,678,33.88,-117.85,27598.3919,41047.66877,144426.9065,530195.1212,598225.655,3.139500734,7.010324484,41047.66877,4388,O
259400,6.0132,23,2365,355,1209,347,33.88,-117.83,29048.38867,42687.70783,143612.5993,531441.8755,599470.2991,3.405633803,6.81556196,42687.70783,4389,O
107000,2.6111,13,3239,849,2751,813,33.88,-117.59,42182.79282,63252.54925,135458.0925,546646.8847,614621.1921,3.240282686,3.98400984,63252.54925,4401,O
116100,2.2969,16,1739,478,1235,420,33.88,-117.58,42593.61332,64132.07849,135187.5261,547289.8946,615260.8602,2.583682008,4.14047619,64132.07849,4402,O
119400,2.316,35,1755,446,1453,428,33.88,-117.57,43020.40195,65012.79043,134922.8188,547933.6389,615901.1807,3.257847534,4.10046729,65012.79043,4403,O
110600,2.3036,39,679,164,769,179,33.88,-117.57,43020.40195,65012.79043,134922.8188,547933.6389,615901.1807,4.68902439,3.793296089,65012.79043,4404,O
96200,2.4861,36,838,210,722,180,33.88,-117.56,43462.6883,65894.63764,134664.005,548578.115,616542.1516,3.438095238,4.655555556,65894.63764,4405,O
113000,2.0682,40,1196,294,1052,258,33.88,-117.56,43462.6883,65894.63764,134664.005,548578.115,616542.1516,3.578231293,4.635658915,65894.63764,4406,O
108800,2.2372,19,2472,618,2143,610,33.88,-117.55,43920.00417,66777.57514,134411.1189,549223.3203,617183.7709,3.46763754,4.052459016,66777.57514,4407,O
91000,3.1312,22,2855,667,2453,624,33.88,-117.53,44877.87154,68546.55238,133923.2631,550515.9085,618468.9463,3.677661169,4.575320513,68546.55238,4408,O
102500,2.5656,21,722,178,770,165,33.88,-117.52,45377.51039,69432.51308,133688.3588,551163.2861,619112.4984,4.325842697,4.375757576,69432.51308,4409,O
334100,6.8089,5,2589,351,1109,360,33.88,-117.44,49814.47959,76551.02217,132029.7666,556367.9795,624283.7983,3.15954416,7.191666667,76551.02217,4411,O
189800,4.6875,15,2857,421,1361,382,33.88,-117.36,54894.10584,83714.40822,130773.4533,561617.4092,629495.0647,3.232779097,7.479057592,83714.40822,4412,O
240500,5.0346,10,5600,848,2573,788,33.88,-117.36,54894.10584,83714.40822,130773.4533,561617.4092,629495.0647,3.034198113,7.106598985,83714.40822,4413,O
125200,4.6855,5,4423,763,1906,667,33.88,-116.53,108462.2634,159192.7004,142126.2154,618436.4729,685693.7325,2.498034076,6.631184408,142126.2154,4414,O
78500,1.7844,11,12557,3098,2453,1232,33.88,-116.36,121436.0085,174766.0572,149340.9585,630541.932,697633.5236,0.791801162,10.19237013,149340.9585,4415,O
71700,3.1827,21,1161,282,724,186,33.88,-115.58,136354.5753,246387.2435,195833.9693,687746.9534,753975.6384,2.567375887,6.241935484,195833.9693,4416,O
500001,7.2316,31,1428,320,677,331,33.89,-118.41,3859.801295,23678.20711,174698.0941,495813.7677,563729.8038,2.115625,4.314199396,23678.20711,4417,O
500001,9.0812,35,1194,292,507,295,33.89,-118.41,3859.801295,23678.20711,174698.0941,495813.7677,563729.8038,1.73630137,4.047457627,23678.20711,4418,O
500001,6.3861,38,4166,828,1600,770,33.89,-118.41,3859.801295,23678.20711,174698.0941,495813.7677,563729.8038,1.93236715,5.41038961,23678.20711,4419,O
500001,5.0497,31,702,161,236,144,33.89,-118.41,3859.801295,23678.20711,174698.0941,495813.7677,563729.8038,1.465838509,4.875,23678.20711,4421,O
481500,6.6321,36,2334,430,1033,407,33.89,-118.4,3584.259107,23091.58644,174082.0997,496387.761,564309.2222,2.402325581,5.734643735,23091.58644,4422,O
500001,7.9611,31,2926,492,1149,476,33.89,-118.4,3584.259107,23091.58644,174082.0997,496387.761,564309.2222,2.335365854,6.147058824,23091.58644,4423,O
500001,8.1596,36,2127,314,807,306,33.89,-118.4,3584.259107,23091.58644,174082.0997,496387.761,564309.2222,2.570063694,6.950980392,23091.58644,4424,O
460400,6.3434,30,2532,464,1056,419,33.89,-118.39,3535.590283,22527.44979,173468.896,496962.7335,564889.4823,2.275862069,6.042959427,22527.44979,4425,O
422700,7.3356,38,1851,332,750,314,33.89,-118.39,3535.590283,22527.44979,173468.896,496962.7335,564889.4823,2.259036145,5.894904459,22527.44979,4426,O
438100,7.1845,40,826,143,389,147,33.89,-118.39,3535.590283,22527.44979,173468.896,496962.7335,564889.4823,2.72027972,5.619047619,22527.44979,4427,O
379300,6.5745,35,1778,330,732,312,33.89,-118.38,3722.703579,21987.52786,172858.5128,497538.6816,565470.5816,2.218181818,5.698717949,21987.52786,4428,O
356800,5.6091,21,2696,548,1142,473,33.89,-118.37,4113.548736,21473.64726,172250.98,498115.602,566052.5174,2.083941606,5.699788584,21473.64726,4429,O
227600,5.3169,34,760,174,723,198,33.89,-118.36,4657.110952,20987.72093,171646.3279,498693.4914,566635.2871,4.155172414,3.838383838,20987.72093,4431,O
215000,3.1325,27,2837,684,2141,648,33.89,-118.36,4657.110952,20987.72093,171646.3279,498693.4914,566635.2871,3.130116959,4.37808642,20987.72093,4432,O
329200,5.0299,40,756,122,371,130,33.89,-118.36,4657.110952,20987.72093,171646.3279,498693.4914,566635.2871,3.040983607,5.815384615,20987.72093,4433,O
229000,3.6486,29,2940,708,2175,684,33.89,-118.35,5306.66746,20531.73376,171044.587,499272.3463,567218.8883,3.072033898,4.298245614,20531.73376,4434,O
233900,4.1552,34,1740,387,1249,375,33.89,-118.35,5306.66746,20531.73376,171044.587,499272.3463,567218.8883,3.227390181,4.64,20531.73376,4435,O
240000,4.2829,30,1143,299,776,273,33.89,-118.35,5306.66746,20531.73376,171044.587,499272.3463,567218.8883,2.595317726,4.186813187,20531.73376,4436,O
232700,3.0833,25,1769,440,1371,414,33.89,-118.35,5306.66746,20531.73376,171044.587,499272.3463,567218.8883,3.115909091,4.27294686,20531.73376,4437,O
245900,6.0088,36,2392,444,1346,445,33.89,-118.34,6028.050638,20107.72267,170445.7883,499852.1635,567803.3182,3.031531532,5.375280899,20107.72267,4438,O
244500,5.373,36,2274,411,1232,423,33.89,-118.34,6028.050638,20107.72267,170445.7883,499852.1635,567803.3182,2.99756691,5.375886525,20107.72267,4439,O
230800,5.1874,42,1816,338,897,306,33.89,-118.33,6798.434173,19717.75061,169849.9627,500432.9395,568388.5744,2.653846154,5.934640523,19717.75061,4441,O
210100,4.2813,45,1928,453,1323,458,33.89,-118.32,7602.937432,19363.87425,169257.1419,501014.6709,568974.6544,2.920529801,4.209606987,19363.87425,4442,O
220600,5.1669,44,1300,252,695,249,33.89,-118.32,7602.937432,19363.87425,169257.1419,501014.6709,568974.6544,2.757936508,5.220883534,19363.87425,4443,O
242000,4.5053,34,2675,560,1270,492,33.89,-118.32,7602.937432,19363.87425,169257.1419,501014.6709,568974.6544,2.267857143,5.43699187,19363.87425,4444,O
220600,3.7639,37,2278,508,1257,498,33.89,-118.31,8431.799663,19048.10547,168667.3573,501597.3546,569561.5554,2.474409449,4.574297189,19048.10547,4445,O
231500,4.1458,35,2144,423,1192,417,33.89,-118.31,8431.799663,19048.10547,168667.3573,501597.3546,569561.5554,2.817966903,5.141486811,19048.10547,4446,O
207800,3.0329,30,2756,858,1806,787,33.89,-118.3,9278.495079,18772.36737,168080.641,502180.9871,570149.2751,2.104895105,3.501905972,18772.36737,4447,O
218100,3.285,37,2132,565,1369,565,33.89,-118.3,9278.495079,18772.36737,168080.641,502180.9871,570149.2751,2.42300885,3.773451327,18772.36737,4448,O
200600,3.59,35,2810,614,1578,601,33.89,-118.29,10138.55678,18538.44628,167497.0252,502765.5652,570737.8108,2.570032573,4.675540765,18538.44628,4449,O
218200,4.2171,32,2355,583,1605,571,33.89,-118.29,10138.55678,18538.44628,167497.0252,502765.5652,570737.8108,2.753001715,4.124343257,18538.44628,4451,O
138100,4.4659,32,1969,397,1349,370,33.89,-118.27,11887.13465,18202.21678,166339.2257,503937.5448,571917.3204,3.397984887,5.321621622,18202.21678,4452,O
109600,2.8493,36,2230,417,1395,381,33.89,-118.26,12771.7557,18102.35308,165765.1078,504524.9397,572508.2892,3.345323741,5.853018373,18102.35308,4453,O
120700,3.5687,36,923,165,603,191,33.89,-118.26,12771.7557,18102.35308,165765.1078,504524.9397,572508.2892,3.654545455,4.832460733,18102.35308,4454,O
91500,2.4537,35,1582,391,1957,404,33.89,-118.25,13661.48432,18049.11183,165194.2222,505113.2671,573100.064,5.00511509,3.915841584,18049.11183,4455,O
111700,2.4632,41,1476,286,1086,278,33.89,-118.25,13661.48432,18049.11183,165194.2222,505113.2671,573100.064,3.797202797,5.309352518,18049.11183,4456,O
115800,3.9,36,406,71,268,77,33.89,-118.25,13661.48432,18049.11183,165194.2222,505113.2671,573100.064,3.774647887,5.272727273,18049.11183,4457,O
104100,2.6812,34,1367,288,1183,286,33.89,-118.25,13661.48432,18049.11183,165194.2222,505113.2671,573100.064,4.107638889,4.77972028,18049.11183,4458,O
103200,2.9643,37,1042,213,699,196,33.89,-118.25,13661.48432,18049.11183,165194.2222,505113.2671,573100.064,3.281690141,5.316326531,18049.11183,4459,O
100900,2.6165,34,1479,332,1166,322,33.89,-118.24,14555.38389,18042.90575,164626.6026,505702.5235,573692.6423,3.512048193,4.593167702,18042.90575,4461,O
98300,2.1838,32,1132,266,1211,279,33.89,-118.24,14555.38389,18042.90575,164626.6026,505702.5235,573692.6423,4.552631579,4.05734767,18042.90575,4462,O
133400,2.1389,16,5003,1180,4145,1159,33.89,-118.23,14953.51971,18083.78326,164062.2828,506292.7059,574286.0217,3.512711864,4.316652286,18083.78326,4463,O
95100,2.1949,35,1255,344,1782,343,33.89,-118.23,14953.51971,18083.78326,164062.2828,506292.7059,574286.0217,5.180232558,3.658892128,18083.78326,4464,O
117700,3.1667,36,2598,514,1872,514,33.89,-118.23,14953.51971,18083.78326,164062.2828,506292.7059,574286.0217,3.642023346,5.054474708,18083.78326,4465,O
138100,2.1211,26,266,75,252,59,33.89,-118.22,15176.66938,18171.42663,163501.297,506883.811,574880.1995,3.36,4.508474576,18171.42663,4466,O
120200,2.125,41,990,228,776,207,33.89,-118.22,15176.66938,18171.42663,163501.297,506883.811,574880.1995,3.403508772,4.782608696,18171.42663,4467,O
95200,2.7434,37,797,190,485,166,33.89,-118.22,15176.66938,18171.42663,163501.297,506883.811,574880.1995,2.552631579,4.801204819,18171.42663,4468,O
126600,2.25,36,873,240,1086,217,33.89,-118.22,15176.66938,18171.42663,163501.297,506883.811,574880.1995,4.525,4.023041475,18171.42663,4469,O
113900,2.7443,39,1565,364,1389,360,33.89,-118.21,15451.90805,18305.16412,162943.6796,507475.8354,575475.1734,3.815934066,4.347222222,18305.16412,4471,O
120700,2.2125,42,1739,370,1104,297,33.89,-118.21,15451.90805,18305.16412,162943.6796,507475.8354,575475.1734,2.983783784,5.855218855,18305.16412,4472,O
110700,3.4792,45,1211,234,1128,261,33.89,-118.21,15451.90805,18305.16412,162943.6796,507475.8354,575475.1734,4.820512821,4.639846743,18305.16412,4473,O
105100,2.5321,37,2394,568,2499,551,33.89,-118.2,15776.50968,18483.99525,162389.4655,508068.7761,576070.9408,4.399647887,4.344827586,18483.99525,4474,O
107900,2.7212,40,2538,564,2170,541,33.89,-118.2,15776.50968,18483.99525,162389.4655,508068.7761,576070.9408,3.84751773,4.691312384,18483.99525,4475,O
99500,2.1071,31,886,224,1154,247,33.89,-118.19,15707.06349,18706.62681,161838.6894,508662.6297,576667.4994,5.151785714,3.587044534,18706.62681,4476,O
107300,2.0357,32,1696,438,1639,376,33.89,-118.19,15707.06349,18706.62681,161838.6894,508662.6297,576667.4994,3.742009132,4.510638298,18706.62681,4477,O
113600,2.9293,38,4018,986,3702,927,33.89,-118.19,15707.06349,18706.62681,161838.6894,508662.6297,576667.4994,3.754563895,4.334412082,18706.62681,4478,O
131900,2.6742,25,5896,1464,4149,1362,33.89,-118.18,15581.15376,18971.51686,161291.3867,509257.3932,577264.8465,2.834016393,4.328928047,18971.51686,4479,O
160700,2.6328,11,3605,880,3637,873,33.89,-118.17,15509.3406,19276.92342,160747.5929,509853.0632,577862.9799,4.132954545,4.129438717,19276.92342,4481,O
143800,2.1859,38,483,113,389,108,33.89,-118.16,15492.37632,19620.9546,160207.3436,510449.6367,578461.8971,3.442477876,4.472222222,19620.9546,4482,O
145800,1.7344,6,1655,536,1201,487,33.89,-118.16,15492.37632,19620.9546,160207.3436,510449.6367,578461.8971,2.240671642,3.39835729,19620.9546,4483,O
190900,3.2813,46,940,219,599,214,33.89,-118.16,15492.37632,19620.9546,160207.3436,510449.6367,578461.8971,2.735159817,4.392523364,19620.9546,4484,O
148300,3.274,30,4426,995,4196,921,33.89,-118.15,15530.44066,20001.61747,159670.6749,511047.1104,579061.5955,4.217085427,4.805646037,20001.61747,4485,O
190800,3.407,33,2848,641,2319,647,33.89,-118.15,15530.44066,20001.61747,159670.6749,511047.1104,579061.5955,3.617784711,4.401854714,20001.61747,4486,O
183400,2.9292,33,2867,786,1774,705,33.89,-118.14,15623.1314,20416.86317,159137.6229,511645.4813,579662.0728,2.256997455,4.066666667,20416.86317,4487,O
179600,4.9107,37,1159,238,740,243,33.89,-118.14,15623.1314,20416.86317,159137.6229,511645.4813,579662.0728,3.109243697,4.769547325,20416.86317,4488,O
195500,4.5735,39,1744,339,1048,330,33.89,-118.14,15623.1314,20416.86317,159137.6229,511645.4813,579662.0728,3.091445428,5.284848485,20416.86317,4489,O
171500,3.6875,42,1150,215,708,204,33.89,-118.09,16855.92599,22940.74273,156527.8998,514650.6818,582676.0579,3.293023256,5.637254902,22940.74273,4501,O
164400,4.0926,42,991,215,717,219,33.89,-118.09,16855.92599,22940.74273,156527.8998,514650.6818,582676.0579,3.334883721,4.525114155,22940.74273,4502,O
166600,3.099,27,3399,882,2465,811,33.89,-118.09,16855.92599,22940.74273,156527.8998,514650.6818,582676.0579,2.79478458,4.191122072,22940.74273,4503,O
123400,3.0357,28,1035,275,1545,269,33.89,-118.08,17240.95692,23521.60337,156017.3226,515254.3694,583281.1578,5.618181818,3.847583643,23521.60337,4504,O
114900,3.1917,35,1071,290,1412,274,33.89,-118.08,17240.95692,23521.60337,156017.3226,515254.3694,583281.1578,4.868965517,3.908759124,23521.60337,4505,O
153600,3.2857,37,1152,259,981,225,33.89,-118.08,17240.95692,23521.60337,156017.3226,515254.3694,583281.1578,3.787644788,5.12,23521.60337,4506,O
167500,3.7321,41,834,166,603,179,33.89,-118.08,17240.95692,23521.60337,156017.3226,515254.3694,583281.1578,3.63253012,4.659217877,23521.60337,4507,O
145700,4,33,2131,435,2045,426,33.89,-118.08,17240.95692,23521.60337,156017.3226,515254.3694,583281.1578,4.701149425,5.002347418,23521.60337,4508,O
185300,4.537,29,1138,217,964,222,33.89,-118.07,17665.94844,24123.7379,155510.6222,515858.9322,583887.0197,4.442396313,5.126126126,24123.7379,4509,O
120300,3.125,35,1145,274,1651,265,33.89,-118.07,17665.94844,24123.7379,155510.6222,515858.9322,583887.0197,6.025547445,4.320754717,24123.7379,4511,O
146000,3.5562,32,1819,386,1679,360,33.89,-118.07,17665.94844,24123.7379,155510.6222,515858.9322,583887.0197,4.349740933,5.052777778,24123.7379,4512,O
220500,5.1104,26,2483,412,1538,449,33.89,-118.06,18128.09027,24745.5934,155007.8368,516464.3672,584493.6414,3.733009709,5.530066815,24745.5934,4513,O
198200,5.0839,36,1375,242,670,221,33.89,-118.02,19481.6065,27402.74811,153036.6117,518894.7677,586927.6773,2.768595041,6.221719457,27402.74811,4514,O
203400,4.6,34,1653,292,1003,310,33.89,-118.01,19766.59737,28103.45256,152553.978,519504.5177,587538.0619,3.434931507,5.332258065,28103.45256,4515,O
212800,4.2292,33,2046,327,1018,320,33.89,-118.01,19766.59737,28103.45256,152553.978,519504.5177,587538.0619,3.113149847,6.39375,28103.45256,4516,O
202900,4.6354,36,1589,265,804,272,33.89,-118.01,19766.59737,28103.45256,152553.978,519504.5177,587538.0619,3.033962264,5.841911765,28103.45256,4517,O
200800,5.0384,35,1065,176,574,171,33.89,-118,20090.07476,28816.63135,152075.4912,520115.1216,588149.1921,3.261363636,6.228070175,28816.63135,4518,O
213300,5.1377,34,1932,315,1053,316,33.89,-118,20090.07476,28816.63135,152075.4912,520115.1216,588149.1921,3.342857143,6.113924051,28816.63135,4519,O
